numerical__SeniorCitizen,numerical__tenure,numerical__MonthlyCharges,numerical__TotalCharges,categorical__gender_Female,categorical__gender_Male,categorical__Partner_No,categorical__Partner_Yes,categorical__Dependents_No,categorical__Dependents_Yes,categorical__PhoneService_No,categorical__PhoneService_Yes,categorical__MultipleLines_No,categorical__MultipleLines_No phone service,categorical__MultipleLines_Yes,categorical__InternetService_DSL,categorical__InternetService_Fiber optic,categorical__InternetService_No,categorical__OnlineSecurity_No,categorical__OnlineSecurity_No internet service,categorical__OnlineSecurity_Yes,categorical__OnlineBackup_No,categorical__OnlineBackup_No internet service,categorical__OnlineBackup_Yes,categorical__DeviceProtection_No,categorical__DeviceProtection_No internet service,categorical__DeviceProtection_Yes,categorical__TechSupport_No,categorical__TechSupport_No internet service,categorical__TechSupport_Yes,categorical__StreamingTV_No,categorical__StreamingTV_No internet service,categorical__StreamingTV_Yes,categorical__StreamingMovies_No,categorical__StreamingMovies_No internet service,categorical__StreamingMovies_Yes,categorical__Contract_Month-to-month,categorical__Contract_One year,categorical__Contract_Two year,categorical__PaperlessBilling_No,categorical__PaperlessBilling_Yes,categorical__PaymentMethod_Bank transfer (automatic),categorical__PaymentMethod_Credit card (automatic),categorical__PaymentMethod_Electronic check,categorical__PaymentMethod_Mailed check
-0.012018665,-0.93419427,0.058154065,-0.07403632,0.08239149,0.018737815,-0.029658483,0.01469201,-0.2884238,-0.11979342,-0.012350519,-0.0015802924,0.08933141,-0.0006317624,0.018508043,0.06830212,0.16473785,-0.00048388419,-0.8103636,3.8878046e-05,-0.110324316,-0.19884254,0.0,-0.034037482,-0.051690303,0.0,-0.13174236,0.110138185,0.0,0.010690778,0.05212776,0.0,0.1279176,-0.05118484,0.0,0.026045034,0.40058902,-0.007970592,0.043066155,0.028740821,0.0049817064,-0.03218403,-0.045978893,0.03089762,0.026616234
0.027429195,-1.7982848,-0.014038351,0.02517529,-0.055259865,-0.028527444,0.027863132,0.0033398394,0.0008381037,-0.00021971349,-0.008748479,-0.0033593194,0.023991797,-0.00033533777,0.020405514,0.036271513,0.12784564,-0.0003512422,-0.471364,0.00028928215,-0.06959909,-0.13009417,0.0,-0.025487874,-0.028404359,0.0,0.032134987,-0.24020375,0.0,-0.055557173,0.019736672,0.0,0.04495147,-0.004273261,0.0,0.070595816,-1.157834,-0.3362649,-0.8245903,-0.031559072,0.006962614,0.07445918,-0.012443036,-0.20274094,-0.00011258731
-0.014230909,-0.6731091,-0.018185303,-0.408391,0.021292869,-0.010750067,-0.05321431,-0.010231923,0.0050970297,0.006160665,0.1317848,0.032318737,0.09462615,0.0050367126,-0.005780521,-0.1675634,-0.24290752,-0.0005942191,0.2015207,4.8799975e-05,0.0141609665,-0.08392474,0.0,-0.14103654,-0.13009192,0.0,0.050600454,0.18543063,0.0,0.029985739,-0.052996404,0.0,-0.09920616,-0.04855243,0.0,-0.10271726,0.48743662,-0.019209195,0.051260106,-0.033522207,0.006397061,0.020099381,0.0034589209,-0.4333127,0.0158258
0.07429661,-0.1528333,0.041670438,0.100989655,0.095860936,0.032188326,-0.03319451,-0.014906737,0.054612007,0.024532449,-0.008550963,-0.0019450929,0.18722256,-0.00015837204,0.12449518,0.118576415,0.2326711,-0.0017054738,0.22278172,0.00010885421,-0.0014667901,0.06256787,0.0,-0.038210284,0.08232408,0.0,-0.064943574,0.10924734,0.0,0.010097531,-0.0068097096,0.0,-0.08306698,0.06858159,0.0,0.057984807,0.6406412,-0.023927815,0.066850506,0.045775272,0.023261465,-0.027699098,-0.1344524,-0.30802903,-0.03594788
-0.037426237,-0.443507,-0.48084393,-0.07401682,0.024684044,-0.0146703245,-0.023428919,-0.021428732,-0.18565741,-0.07467472,-0.020770894,-0.010432568,-0.046898775,-0.0031356195,-0.053143084,-0.17967248,-0.22429067,-0.00019258191,0.10708832,0.00010786209,0.0051297024,0.032218434,0.0,-0.04119352,0.08697907,0.0,-0.07787955,-0.26826808,0.0,-0.044418767,-0.00993218,0.0,-0.10229938,0.050481293,0.0,-0.08310385,0.39038938,-0.025979817,0.05560011,-0.15272309,-0.08834647,-0.026239363,-0.06461285,-0.29717794,-0.16912019
-0.013582001,-1.5486468,-0.1602198,-0.11365417,-0.074924365,-0.021547774,-0.016105382,0.006574805,-0.15753548,-0.07448941,-0.0103696985,-0.0063970415,0.09512103,0.0002650835,0.049144827,0.054397322,0.10908517,-0.0015767233,0.25841758,0.00014614046,-0.00036779133,0.16028333,0.0,-0.0038763424,0.13348542,0.0,-0.045376923,0.2347528,0.0,0.038257603,-0.088312015,0.0,-0.1506297,0.068841085,0.0,0.10554596,-1.1391349,-0.26270843,-0.5946134,0.03677537,0.012418234,-0.053631634,-0.15944436,-0.30286437,0.004545914
-0.011675035,0.02920287,-0.24487568,0.046416864,0.06413459,0.025233693,-0.00642843,0.002415085,-0.053799964,-0.05659768,-0.015340727,-0.0020192077,-0.035428897,0.0014257844,-0.117194414,0.03300928,-0.11808155,0.005354474,-0.33892575,-0.002437162,0.0038284662,-0.11160737,0.0,0.0024110586,-0.0036248753,0.0,-0.0368647,-0.20460597,0.0,0.0042283568,-0.009003181,0.0,-0.035538457,0.018591017,0.0,-0.09290766,-1.3351521,-0.067145616,-0.9644815,-0.045506313,-0.023110967,0.2372195,0.014719511,-0.12667769,-0.005158693
0.005924216,-0.17124088,0.043282717,0.013940132,0.019449674,0.0074877394,-0.06355772,-0.0061246017,-0.30976036,-0.11820054,-0.012248923,-0.0025641227,0.040580172,-0.0009231673,0.03855922,0.11761873,0.16271278,-0.0002091727,0.23757535,5.8805814e-05,-0.0019597572,-0.1425588,0.0,-0.04945198,0.048856676,0.0,-0.07530833,0.11539814,0.0,0.008615978,-0.010470461,0.0,0.009414093,0.03362718,0.0,-0.0655741,0.61917293,-0.027458841,0.07419379,0.08611884,0.04037421,0.011701262,-0.010728287,0.21756221,0.013980157
0.005454085,-0.5913234,0.33449444,-0.3261903,-0.14383458,-0.07166363,-0.03289534,-0.004717357,0.018242192,0.0060870103,-0.009945807,-0.0026936182,0.02806021,-0.0003056098,-0.0021973543,0.06367526,0.13055281,-0.00035065343,0.20279045,0.0010326256,0.0040134303,-0.10365538,0.0,-0.005423849,-0.044588286,0.0,0.07052835,0.087650105,0.0,0.0034364338,0.04066528,0.0,0.037458297,0.04574946,0.0,0.17615747,-1.1116129,-0.057123028,0.053632982,0.04381,0.015433962,-0.10032579,-0.02930201,-0.30337304,0.0065869987
-0.031578757,-0.25060064,-0.2381612,0.090069376,-0.06652099,-0.025993807,0.06729421,0.0064507695,0.0026020005,0.015631415,0.08570813,0.019806754,0.120142214,0.002795976,-0.04081201,-0.07549906,-0.13982494,-0.0013363174,-0.2636622,0.0008073445,-0.035414416,0.0013554759,0.0,-0.091908924,-0.12060512,0.0,0.067294054,0.11126966,0.0,-0.008493064,0.032089893,0.0,-0.102340214,0.027852084,0.0,-0.34577003,-1.2644264,-0.10021778,0.07228577,-0.10475859,-0.06281289,-0.046782497,-0.054862987,-0.20919308,0.026253816
0.095642604,0.40781236,-0.24828145,0.07845169,-0.07780605,-0.029769486,-0.010365881,-0.016594991,0.023908975,0.005507581,-0.016252402,-0.0038924338,0.18438537,-0.0010717469,0.11056879,0.05647064,0.1885865,0.00043417973,0.26388216,0.000110657784,-0.002429341,0.07332094,0.0,-0.014388048,0.04544203,0.0,-0.088299595,0.14638036,0.0,0.004049853,-0.0019287086,0.0,-0.101275824,-0.08479962,0.0,-0.11434363,0.6580775,-0.017546104,0.068856195,0.023770727,0.021297872,-0.025553215,0.015037938,-0.33105075,-0.09945808
-0.042099923,0.014353656,-0.35179704,0.0027401317,-0.16262825,-0.059642367,0.02375299,-0.0034211124,0.030769417,0.009983807,0.118977875,0.023470435,0.088843964,0.006572241,-0.0252911,-0.07656993,-0.15863955,-0.000150787,-0.41668752,0.00010701896,0.011956252,0.09390231,0.0,-0.025329543,0.053265486,0.0,-0.08445392,0.06709962,0.0,-0.016908465,-0.009327713,0.0,-0.10182593,0.025292533,0.0,-0.09002431,0.47875863,-0.00074817037,0.06975281,-0.28332233,-0.13922948,-0.015628593,-0.04754745,0.14742094,0.0464716
-0.012052098,-0.6597789,-0.39087728,0.04418898,-0.009111081,-0.002579127,0.034979057,0.0070092967,-0.023525408,-0.008475926,-0.020770231,-0.0034085365,-0.14731805,-0.00052752864,-0.06985183,0.02554999,-0.15523353,-0.0020963969,-0.42925972,-0.010321511,0.0015355694,-0.06385578,0.0,-0.10538365,-0.031897202,0.0,-0.04951283,-0.34321997,0.0,0.012022949,-0.021060428,0.0,-0.05206707,-0.012384588,0.0,-0.21492064,-1.2354342,-0.19061714,0.06926613,-0.08303134,-0.009222935,-0.009302465,-0.0050015664,-0.12985276,-0.006228605
-0.03286399,-0.19008404,-0.1652515,-0.067508504,-0.13617128,-0.020673484,0.010542248,0.0026388527,-0.11362862,-0.0416551,-0.019165562,-0.0046510575,-0.06581001,-0.00045238683,-0.085865214,-0.0036382403,-0.116237015,0.0037014997,-0.46353015,-0.009360154,-0.009803582,-0.11477375,0.0,-0.07034059,-0.04903838,0.0,-0.052958846,-0.32484025,0.0,0.0025246385,0.00027861207,0.0,-0.096859775,-0.003312557,0.0,-0.26032516,-1.1265732,-0.120284006,0.076432,-0.3088216,-0.10943758,-0.086126775,0.0250149,-0.1644725,-0.15650955
-0.05283657,-0.96193796,-0.20015338,-0.553027,-0.05743459,-0.055973038,-0.038712125,-0.007896882,-0.010919621,0.0011812495,-0.018114697,-0.004904426,-0.13093935,-0.00076145504,-0.028491288,0.11353962,0.17461058,-0.00013503744,0.11479509,7.7951154e-05,0.0016545862,0.09301637,0.0,-0.044471134,0.05107642,0.0,-0.066900074,0.095121786,0.0,-0.0061629373,-0.027874807,0.0,-0.09101934,0.00015384331,0.0,-0.07692931,0.47637895,-0.010987765,0.05577457,-0.17886166,-0.075912155,0.0081464015,-0.03264211,-0.4817241,-0.24250011
0.10964593,0.08125122,-0.20170885,0.1509553,-0.035909615,-0.022731239,-0.16408178,-0.02729641,0.010239764,0.012821796,-0.031213908,-0.009551402,-0.13215725,-0.0012867083,-0.036524948,-0.16911207,-0.23516814,-0.0001159972,-0.35779464,6.9448884e-05,-0.029926274,-0.17416842,0.0,0.013213422,0.02228178,0.0,-0.06984192,0.1070746,0.0,-0.0066070925,0.03027366,0.0,-0.08683593,0.052380398,0.0,-0.05192413,0.47112423,-0.011612648,0.078244604,0.03191221,0.017021047,-0.13563053,-0.003318349,-0.30911797,-0.021425165
-0.0039739045,-0.3126081,-0.053802673,-0.07657371,-0.020236501,0.0046520694,-0.013363293,-0.00996737,0.0055222833,0.0007204343,-0.009807027,-0.0033025213,-0.09031062,-0.0009307426,-0.06467034,0.11084468,0.12557255,-0.00015910802,0.17099166,0.00012236906,0.0011199992,0.08874036,0.0,-0.01774868,0.10026819,0.0,-0.051160954,0.08460914,0.0,0.0029113477,0.031242605,0.0,0.08648993,-0.031140437,0.0,0.042093538,0.5554042,-0.023528704,0.06730483,-0.22985378,-0.1363282,-0.0028942602,-0.007046614,0.08071963,0.006146238
-0.022184197,0.03278367,0.516024,-0.087916285,-0.060949672,-0.025475083,-0.0369487,-0.011601908,0.02887101,0.01845637,-0.0077161887,-0.0027217488,0.17215997,-0.0010661124,0.12692556,0.15922603,0.29571885,-0.0022214605,0.15977733,-4.3664113e-05,-0.010886726,0.068660095,0.0,-0.03428212,-0.091690294,0.0,0.018008403,0.10572328,0.0,0.016630597,0.06343704,0.0,0.10441352,0.121419914,0.0,0.05669115,0.5732006,-0.028459474,0.077576205,0.07210373,0.034873344,-0.019477874,-0.22509325,-0.33634514,-0.033379413
-0.020079596,-0.3007226,-0.40077114,0.10730881,-0.13362223,-0.03443538,-0.03535307,-0.0028795863,-0.20963465,-0.11499409,-0.029113276,-0.010469519,0.05583153,-0.0038069093,0.07134778,0.036256965,-0.1492061,0.0047809463,-0.48015377,-0.002468332,0.0027655764,-0.15412876,0.0,-0.02234523,-0.04122848,0.0,-0.06192475,-0.329018,0.0,0.007888589,-0.0043148967,0.0,-0.061611336,-0.019015213,0.0,-0.07609041,-1.0846912,-0.07600684,-0.4638569,0.029456047,0.016697712,-0.0066687856,-0.055180624,0.06131065,0.012720526
-0.006809788,0.18165869,-0.18412766,-0.04085794,0.06602114,-0.0030238898,0.0042037303,-0.0006063063,0.009653122,0.0011308423,-0.008511407,-0.0020464382,-0.2634565,-0.003075778,-0.09103234,0.09958179,0.14838621,-0.0002425331,0.24425156,0.0001408699,-0.0052564656,0.08063636,0.0,-0.00759236,0.025951132,0.0,-0.082769394,0.10720044,0.0,-0.0018751654,-0.020183079,0.0,0.039298907,-0.020552251,0.0,0.061397176,0.6668215,-0.02524409,0.072596826,0.0030138334,0.026725395,-0.033246014,-0.011793669,0.08525516,0.014288677
0.061214887,-0.6006022,-0.23174101,-0.3381673,0.007723756,-0.008125367,-0.03356752,-0.007920288,0.047843195,0.021993013,-0.017585292,-0.0033610542,0.19595352,-0.0010775877,0.060935687,0.10004999,0.15296452,-0.0005829507,0.2693765,0.000118853895,0.007114839,-0.1907354,0.0,-0.0038970616,0.1360015,0.0,-0.057039123,0.14208664,0.0,0.021849142,-0.08232187,0.0,-0.13257697,0.010866794,0.0,0.032301586,0.5380614,-0.028425058,0.05744467,0.07162967,0.032957155,-0.0234908,-0.028128758,0.23802027,0.00047749383
-0.042191837,0.90161,-0.40658048,-0.013098814,0.004863133,0.0037833564,-0.08385233,-0.03646254,-0.16664201,-0.07869786,0.04421705,0.021075377,0.07639679,0.0078182435,-0.017613659,-0.17024925,-0.22801535,-0.00013709161,0.17808537,0.00011077496,-0.0012746399,0.049473044,0.0,-0.020085022,0.021972675,0.0,-0.082058646,0.17822026,0.0,0.022736792,0.010089561,0.0,-0.09636832,-0.009847608,0.0,-0.087198555,0.56896365,-0.022692837,0.06982451,-0.2805318,-0.1289325,-0.028262034,0.009366478,-0.25013986,-0.1156288
-0.018925488,-0.78528196,-0.7685858,-0.3030664,-0.07928339,-0.022178138,0.031764008,0.01499378,-0.2175405,-0.08037878,-0.012691664,-0.0031274946,-0.15935844,-4.483026e-05,-0.123693295,0.008005622,-0.13876708,0.04233617,-0.4228721,0.0023238198,-0.005687332,-0.08474468,0.0,-0.12591262,-0.097738564,0.0,-0.03790787,-0.31492296,0.0,-0.005876489,-0.0065349014,0.0,-0.065870486,-0.017912915,0.0,-0.2610669,-1.0138289,-0.04292998,0.068719335,-0.005786805,0.015008058,-0.022238862,-0.20646514,-0.20711005,-0.020987527
-0.020292565,-0.79224396,-0.2301241,-0.46565276,0.035103668,-0.010766881,-0.020405887,-0.01366902,0.016819831,0.0063382788,-0.01846033,-0.0049849506,0.031984873,-0.0010849837,0.018876063,0.026813997,-0.12134162,0.009786897,-0.39837858,-0.0007902763,0.00869743,-0.07769514,0.0,-0.025728006,-0.053986434,0.0,-0.03977063,-0.26219732,0.0,0.010693786,0.026453342,0.0,-0.07710222,0.021001596,0.0,-0.11036327,-1.0940348,-0.10090166,-0.7089993,-0.093259975,-0.044178452,-0.13017347,-0.031855673,-0.20309408,0.023206083
-0.0008950124,0.5236313,0.23293026,0.13867699,0.022784088,-0.024174616,0.06413269,0.005769208,0.018236997,0.0059999125,-0.009664493,-0.0026741568,-0.23640051,-0.0014601664,-0.08651292,0.087693386,0.14488223,0.0046019643,0.29096353,0.0001408699,0.0039978293,0.10530805,0.0,-0.004218409,0.038314506,0.0,-0.08558249,0.13879655,0.0,0.010272169,-0.0117739765,0.0,0.034010872,0.0455814,0.0,0.15728755,0.6611376,-0.026239548,0.07519472,0.019514272,0.011116167,-0.030522011,-0.0035755439,0.12172732,-0.007948976
0.005994018,-1.4456694,0.005222708,-0.49840292,0.019578513,0.005298581,-0.08298774,-0.019177757,-0.23341577,-0.08564925,-0.00817228,-0.00097459013,0.07704711,0.0007285387,0.03630493,0.10713568,0.10714657,-0.0018542012,0.12430141,-2.6249698e-05,0.0018649587,-0.11802437,0.0,-0.015793005,-0.11033624,0.0,0.009841867,0.1405526,0.0,0.025172856,-0.20286393,0.0,-0.12866482,0.011198742,0.0,0.04033273,0.4384791,-0.022759132,0.047827847,0.04488286,0.022871653,-0.022809295,-0.1241781,-0.4246394,-0.012178195
0.16976994,0.37622464,-0.10046651,-0.15566683,0.0262967,0.035137385,0.0016017286,-0.0033941094,0.021372918,0.010198537,-0.030264417,-0.010731432,-0.1445086,-0.0011136497,-0.051302526,-0.04148766,-0.12428938,0.00068501395,0.16784126,0.00011602065,-0.011620355,0.07493493,0.0,-0.012878222,0.0543294,0.0,-0.07970659,0.14800236,0.0,0.008447419,0.0055336035,0.0,-0.09611229,-0.040258486,0.0,-0.06722559,0.57516706,-0.02093346,0.06273893,-0.24835677,-0.10757786,-0.005548427,-0.019704346,-0.23446307,-0.019659616
-0.019279538,-0.7802,-0.2783238,-0.40812224,0.0067208884,-0.0019927805,-0.030733531,-0.004694046,-0.16024925,-0.047512718,-0.024173548,-0.0049954606,-0.103782594,-0.0004172809,-0.099449016,0.020792568,-0.11253707,0.008165041,-0.36684844,-0.00054220547,-0.004164949,-0.1120926,0.0,-0.023683,-0.0462005,0.0,-0.039411776,-0.27897143,0.0,0.0063586477,0.0035637452,0.0,-0.08228876,0.0044170176,0.0,-0.13719161,-1.1443284,-0.09149057,-0.7931582,-0.09234212,-0.04911843,0.09565171,0.017847758,-0.17687738,0.006512857
-0.024183413,0.90353215,-0.0647488,0.20080447,-0.06279808,-0.016581617,-0.0115277385,-0.0054850527,0.01448095,0.003951416,-0.011121729,-0.004318307,0.05846967,-0.00026582647,0.0073001552,0.11110846,0.19096698,0.0004927509,0.26078808,0.00012021923,-7.68723e-05,0.06169689,0.0,-0.028433504,0.062518336,0.0,-0.07965131,0.13852814,0.0,0.0046811206,0.02272632,0.0,-0.08034076,-0.023102,0.0,-0.10057215,0.76240116,-0.008901801,0.070676126,0.11840401,0.062466454,-0.013117554,-0.014617621,0.1625866,-0.02444484
-0.0017591142,-0.75349396,-0.2848854,-0.5687186,-0.116246015,-0.010831639,-0.068085484,-0.02600195,-0.015699234,5.207244e-05,-0.026268976,-0.007419926,-0.15851739,-0.0043585068,-0.102955386,-0.20565793,-0.31496468,-0.0005696309,0.14240217,0.000116125746,-0.009066456,0.02329017,0.0,-0.07958484,-0.2337777,0.0,-0.04636484,-0.465339,0.0,-0.073025,-0.056000434,0.0,-0.10809978,0.08293397,0.0,-0.035317983,0.40615797,-0.02991668,0.054732013,0.061223853,0.0127286,0.006082103,-0.017374806,0.15276226,-0.014933747
0.18193072,-0.68682563,-0.58846724,-0.40051436,0.032557007,-0.033681314,0.009957466,0.009106068,0.029273696,0.015874155,-0.014272881,-0.0037205145,-0.13993818,-0.0010836317,-0.1391311,-0.010651235,-0.10665572,0.022580553,-0.3773767,-0.00070865685,-0.00256773,-0.112581275,0.0,-0.03636708,-0.07145117,0.0,-0.018639239,-0.26916495,0.0,0.0036255135,0.0028653813,0.0,-0.09754758,0.00577391,0.0,-0.13506164,-1.0719533,-0.09260046,-0.69150764,-0.04230094,-0.04624504,-0.022489201,-0.16623418,-0.15157008,-0.045874935
0.004408108,0.43811676,0.23240612,0.15710372,-0.0030296554,-0.0063291974,-0.12661168,-0.009058041,0.008349985,0.00044435414,-0.015889762,-0.0042667584,0.21666978,-0.0025783933,0.08802169,0.10423653,0.18977791,0.00080228224,0.2905958,0.00011663336,0.0009238416,0.054685093,0.0,-0.023004621,-0.06067981,0.0,0.1453474,0.12217651,0.0,0.004447004,-0.008336138,0.0,0.030358307,-0.044268835,0.0,-0.13015394,0.71562064,-0.023811627,0.07433901,0.038347237,0.012941151,-0.029360713,0.022629412,0.14176978,-0.030363528
-0.0056331744,-0.41040683,0.13934273,0.15797214,0.07219981,0.008415461,-0.045388468,-0.016191702,-0.017409079,-0.010043272,-0.0102524925,-0.0026395614,0.012662335,-0.0005093545,-0.0075362753,0.08371403,0.22071831,0.00019312825,0.21149504,9.0271584e-05,0.0145135615,0.061373994,0.0,-0.04004975,0.11897476,0.0,-0.05166289,0.15390892,0.0,0.01025876,-0.037115738,0.0,-0.090101555,-0.020631589,0.0,-0.06594689,0.592219,-0.0017847338,0.063716784,0.060420465,0.029173138,-0.14359608,-0.059952844,-0.36638284,0.03263726
